,fight_url
937,http://ufcstats.com/fight-details/2671de30a1736f51
938,http://ufcstats.com/fight-details/fba7d6a42f137938
939,http://ufcstats.com/fight-details/25e1d17d072227c6
940,http://ufcstats.com/fight-details/29de6ddc42a2e674
941,http://ufcstats.com/fight-details/8ebd6e9d41a51e31
942,http://ufcstats.com/fight-details/445d0d44091b902a
943,http://ufcstats.com/fight-details/51f955029dbf6978
944,http://ufcstats.com/fight-details/9d80bd1f92d23dfa
945,http://ufcstats.com/fight-details/7feadf01c5920285
946,http://ufcstats.com/fight-details/aef94727eb3897df
947,http://ufcstats.com/fight-details/f7cce33f6563dd72
948,http://ufcstats.com/fight-details/8da94b2c1c0443d4
949,http://ufcstats.com/fight-details/4dd3035430a5ed43
950,http://ufcstats.com/fight-details/1019f2a9c012e949
951,http://ufcstats.com/fight-details/1d8a86d37c7ef3d3
952,http://ufcstats.com/fight-details/d93b589bcec80ffe
953,http://ufcstats.com/fight-details/cb4dd24535ef2d94
954,http://ufcstats.com/fight-details/4c489b3c9d14cbc9
955,http://ufcstats.com/fight-details/975159720cfd0103
956,http://ufcstats.com/fight-details/494042bf96730bc0
957,http://ufcstats.com/fight-details/e139628170777bef
958,http://ufcstats.com/fight-details/e96d929f8207a3e0
959,http://ufcstats.com/fight-details/dbbd17b6995f014b
960,http://ufcstats.com/fight-details/dc49373c52eedaa3
961,http://ufcstats.com/fight-details/1d9f862a47540785
962,http://ufcstats.com/fight-details/cd6b799ec79c489a
963,http://ufcstats.com/fight-details/f4bd11655adeb078
964,http://ufcstats.com/fight-details/326de7f7ec9e7035
965,http://ufcstats.com/fight-details/60162c95d921d1ae
966,http://ufcstats.com/fight-details/e3acb789f7dcd34c
967,http://ufcstats.com/fight-details/f6ab2eec90980ac0
968,http://ufcstats.com/fight-details/94560d1dc6248347
969,http://ufcstats.com/fight-details/c4704eab5e2f51b8
970,http://ufcstats.com/fight-details/240e9389cca3bd18
971,http://ufcstats.com/fight-details/e186bd5e556f1b5e
972,http://ufcstats.com/fight-details/7ed98f8d1ffae082
973,http://ufcstats.com/fight-details/dbca9f6bb7290c0d
974,http://ufcstats.com/fight-details/dfa2fda311df08cf
975,http://ufcstats.com/fight-details/10b31e991c2d0d4e
976,http://ufcstats.com/fight-details/25c4013fc187762a
977,http://ufcstats.com/fight-details/bc1787883f9328be
978,http://ufcstats.com/fight-details/68c77a11b2d308dd
979,http://ufcstats.com/fight-details/d47fd8fc3886f86c
980,http://ufcstats.com/fight-details/816662e622987a14
981,http://ufcstats.com/fight-details/15ce105716441c54
982,http://ufcstats.com/fight-details/88b1d4f951070f83
983,http://ufcstats.com/fight-details/9d6b46a3cf5ec494
984,http://ufcstats.com/fight-details/c92308bbd6107b11
985,http://ufcstats.com/fight-details/f065dc596a08a258
986,http://ufcstats.com/fight-details/96d33e46267d4eaf
987,http://ufcstats.com/fight-details/017e0b7e864b0aa3
988,http://ufcstats.com/fight-details/f711b3ec6bc3c407
989,http://ufcstats.com/fight-details/dd51d1aed9536da6
990,http://ufcstats.com/fight-details/bc01ce748a5723df
991,http://ufcstats.com/fight-details/24bcade0007c2246
992,http://ufcstats.com/fight-details/c5259566abc552b1
993,http://ufcstats.com/fight-details/edc87836fd998929
994,http://ufcstats.com/fight-details/75b1533cc3cafae9
995,http://ufcstats.com/fight-details/138cb102906573f2
996,http://ufcstats.com/fight-details/a7cf716f5d73b558
997,http://ufcstats.com/fight-details/9b0de83b4e504bf6
998,http://ufcstats.com/fight-details/aa6a9aeeb45577d4
999,http://ufcstats.com/fight-details/b436dda934059631
1000,http://ufcstats.com/fight-details/60be02c5566c8348
1001,http://ufcstats.com/fight-details/37a8c442fb38db75
1002,http://ufcstats.com/fight-details/ad63c30e22e63344
1003,http://ufcstats.com/fight-details/2d42ef44ad2470e1
1004,http://ufcstats.com/fight-details/358468724d7d4322
1005,http://ufcstats.com/fight-details/8fcdfee81cc604e3
1006,http://ufcstats.com/fight-details/69c06be4f87ccdab
1007,http://ufcstats.com/fight-details/70af72a72b31fe4d
1008,http://ufcstats.com/fight-details/531d9676d767da66
1009,http://ufcstats.com/fight-details/feaffeb1af7e82ef
1010,http://ufcstats.com/fight-details/c48af5eafb532d0a
1011,http://ufcstats.com/fight-details/7dc551f8153bd053
1012,http://ufcstats.com/fight-details/7fe0cec2b0f1c146
1013,http://ufcstats.com/fight-details/00f4b6184f6315d0
1014,http://ufcstats.com/fight-details/e9f00c16810e0e61
1015,http://ufcstats.com/fight-details/f6a03399c7a721cd
1016,http://ufcstats.com/fight-details/934b44ddcb3d95e6
1017,http://ufcstats.com/fight-details/4e71dbef18157288
1018,http://ufcstats.com/fight-details/2418af6da44fd361
1019,http://ufcstats.com/fight-details/5fcf65d4de66c970
1020,http://ufcstats.com/fight-details/2b01da1699f0305f
1021,http://ufcstats.com/fight-details/966bf043577f8b6a
1022,http://ufcstats.com/fight-details/c770192a9f3261cd
1023,http://ufcstats.com/fight-details/8f5d5dd10a167cc0
1024,http://ufcstats.com/fight-details/c0982b3919cc74f0
1025,http://ufcstats.com/fight-details/3f8c6e31ebbe54bc
1026,http://ufcstats.com/fight-details/7ce7075951c9aa31
1027,http://ufcstats.com/fight-details/e460bf4db340ca9e
1028,http://ufcstats.com/fight-details/9ba051e0f5674108
1029,http://ufcstats.com/fight-details/aec1339028f3416c
1030,http://ufcstats.com/fight-details/4096b302747d47b3
1031,http://ufcstats.com/fight-details/8f1b727757a60c07
1032,http://ufcstats.com/fight-details/13129c1f044fdd47
1033,http://ufcstats.com/fight-details/b1da312483a974b3
1034,http://ufcstats.com/fight-details/f047e3605f8852d8
1035,http://ufcstats.com/fight-details/6e9cf53cd87e1b7e
1036,http://ufcstats.com/fight-details/ab4862ea4cbd0750
1037,http://ufcstats.com/fight-details/e4559c3cce6edec1
1038,http://ufcstats.com/fight-details/fa98e2b8dceca9bb
1039,http://ufcstats.com/fight-details/f81f8cfe30e0a1e9
1040,http://ufcstats.com/fight-details/cf4199c8517bc1fd
1041,http://ufcstats.com/fight-details/4127b45c3d546eef
1042,http://ufcstats.com/fight-details/323dc938d93a849b
1043,http://ufcstats.com/fight-details/fe0c844a671dd6d8
1044,http://ufcstats.com/fight-details/cd2ceb5530529c9f
1045,http://ufcstats.com/fight-details/56403d0fd259c5d9
1046,http://ufcstats.com/fight-details/17753b728e5404aa
1047,http://ufcstats.com/fight-details/a4446299c1f85d74
1048,http://ufcstats.com/fight-details/bf2a9732af50c84c
1049,http://ufcstats.com/fight-details/97c76d44699f7c93
1050,http://ufcstats.com/fight-details/a255ed658a2ac9bb
1051,http://ufcstats.com/fight-details/aa430402314b4459
1052,http://ufcstats.com/fight-details/82eb6fa58ae52428
1053,http://ufcstats.com/fight-details/4f9939af9a1d40a3
1054,http://ufcstats.com/fight-details/138c8807fef52564
1055,http://ufcstats.com/fight-details/2ca4a039c07acd38
1056,http://ufcstats.com/fight-details/a5acaa5f693529dd
1057,http://ufcstats.com/fight-details/c53cb796b4a4cdb8
1058,http://ufcstats.com/fight-details/93330422e1f2e0be
1059,http://ufcstats.com/fight-details/f993be991eea6016
1060,http://ufcstats.com/fight-details/e1bd72aba46f46a1
1061,http://ufcstats.com/fight-details/fedb6a1b15b05694
1062,http://ufcstats.com/fight-details/b58972ad7dcf65e6
1063,http://ufcstats.com/fight-details/a072481f307dc8aa
1064,http://ufcstats.com/fight-details/a4e210bcdcc1bf5b
1065,http://ufcstats.com/fight-details/d401522de73b7bee
1066,http://ufcstats.com/fight-details/9fb9af6599d67b1d
1067,http://ufcstats.com/fight-details/4fe799b4fa1afb76
1068,http://ufcstats.com/fight-details/083a6edd8bb21bc8
1069,http://ufcstats.com/fight-details/5782666ca117fa5b
1070,http://ufcstats.com/fight-details/65c1ca715dfdbe05
1071,http://ufcstats.com/fight-details/1f5178fe56c5423f
1072,http://ufcstats.com/fight-details/031647c36d12788f
1073,http://ufcstats.com/fight-details/04c9ebe419195f8b
1074,http://ufcstats.com/fight-details/476a6245b43f3119
1075,http://ufcstats.com/fight-details/f27e8d63f526d326
1076,http://ufcstats.com/fight-details/35f80e003d16a439
1077,http://ufcstats.com/fight-details/115fa6f5f3e51bbb
1078,http://ufcstats.com/fight-details/07c00213ec388e07
1079,http://ufcstats.com/fight-details/a08dffad240dc3d4
1080,http://ufcstats.com/fight-details/7b53967f282a0d0a
1081,http://ufcstats.com/fight-details/3d941525f5c623e3
1082,http://ufcstats.com/fight-details/8cf4836e2b43c241
1083,http://ufcstats.com/fight-details/413a4c217ee0193f
1084,http://ufcstats.com/fight-details/017c090e9e8d2957
1085,http://ufcstats.com/fight-details/2b038a467a89c73c
1086,http://ufcstats.com/fight-details/0febad4c4a3d69fc
1087,http://ufcstats.com/fight-details/707cb14717df5960
1088,http://ufcstats.com/fight-details/1218cba28d4dce94
1089,http://ufcstats.com/fight-details/e4bbec619aa04dea
1090,http://ufcstats.com/fight-details/73eff675e2aae30c
1091,http://ufcstats.com/fight-details/ad59540382d5b7f6
1092,http://ufcstats.com/fight-details/feaf740e3ae53b7c
1093,http://ufcstats.com/fight-details/e6b2d6d33968c66c
1094,http://ufcstats.com/fight-details/e939acbd9894c686
1095,http://ufcstats.com/fight-details/a6cc776330194937
1096,http://ufcstats.com/fight-details/3011439ecaf74180
1097,http://ufcstats.com/fight-details/c936527df280b8b4
1098,http://ufcstats.com/fight-details/003c84fc7c3fa028
1099,http://ufcstats.com/fight-details/a3731057c8775716
1100,http://ufcstats.com/fight-details/0bc354fbb6e99ab6
1101,http://ufcstats.com/fight-details/16a05f3c4a765f65
1102,http://ufcstats.com/fight-details/f0ca713121289d24
1103,http://ufcstats.com/fight-details/c68e57c19c82d500
1104,http://ufcstats.com/fight-details/3286d8406eff5c85
1105,http://ufcstats.com/fight-details/bda97d9a44a89d52
1106,http://ufcstats.com/fight-details/bcb697c4317f0997
1107,http://ufcstats.com/fight-details/721d870849de4a57
1108,http://ufcstats.com/fight-details/80e68a6453e15ab9
1109,http://ufcstats.com/fight-details/3256d907f58af95e
1110,http://ufcstats.com/fight-details/f08ccad48500eb2b
1111,http://ufcstats.com/fight-details/c2bcdcc472228768
1112,http://ufcstats.com/fight-details/3b6c18a966a2cea4
1113,http://ufcstats.com/fight-details/c300085cc08357b5
1114,http://ufcstats.com/fight-details/7c13de66ce543d84
1115,http://ufcstats.com/fight-details/470a3c1b89504258
1116,http://ufcstats.com/fight-details/103a7d8c4f17714b
1117,http://ufcstats.com/fight-details/2a2b00e9bfd089cc
1118,http://ufcstats.com/fight-details/a40c70d5a1a1be01
1119,http://ufcstats.com/fight-details/e458ace6a440b738
1120,http://ufcstats.com/fight-details/1b4374c9d7e5139c
1121,http://ufcstats.com/fight-details/23ba354e606df0ac
1122,http://ufcstats.com/fight-details/d9a797f632686568
1123,http://ufcstats.com/fight-details/0bc7e4852f75a06d
1124,http://ufcstats.com/fight-details/56f984ac83fb34cc
1125,http://ufcstats.com/fight-details/75bc89630027c601
1126,http://ufcstats.com/fight-details/87126427cfcaee52
1127,http://ufcstats.com/fight-details/9bfda7c26578aaac
1128,http://ufcstats.com/fight-details/e0d92694d8a2d38b
1129,http://ufcstats.com/fight-details/7dc87736c304b3dd
1130,http://ufcstats.com/fight-details/d22c19fd92426567
1131,http://ufcstats.com/fight-details/31b283a5559ad44d
1132,http://ufcstats.com/fight-details/c6b040021b4ceb0f
1133,http://ufcstats.com/fight-details/bf719cf83cab229b
1134,http://ufcstats.com/fight-details/2456c4550c26e5e8
1135,http://ufcstats.com/fight-details/23fd92555246d61e
1136,http://ufcstats.com/fight-details/8da5849a6e7307bf
1137,http://ufcstats.com/fight-details/75e580d5ea37c519
1138,http://ufcstats.com/fight-details/79da0eacafb22f86
1139,http://ufcstats.com/fight-details/b309cdde35310875
1140,http://ufcstats.com/fight-details/a0163cdde4ec785d
1141,http://ufcstats.com/fight-details/5c70b175f08ca141
1142,http://ufcstats.com/fight-details/b70e72f23446520a
1143,http://ufcstats.com/fight-details/1d8ee477e682a8fc
1144,http://ufcstats.com/fight-details/818b55b087013e64
1145,http://ufcstats.com/fight-details/f5a038c18f7a44fc
1146,http://ufcstats.com/fight-details/b7ff74563d034519
1147,http://ufcstats.com/fight-details/6173056f0e080ca6
1148,http://ufcstats.com/fight-details/7dc3ada8f2135477
1149,http://ufcstats.com/fight-details/93a081342561d0c3
1150,http://ufcstats.com/fight-details/b695fc80bd538172
1151,http://ufcstats.com/fight-details/3db15d45e8490c22
1152,http://ufcstats.com/fight-details/56ae02578b1163ee
1153,http://ufcstats.com/fight-details/9532ebf4d9405e65
1154,http://ufcstats.com/fight-details/ced0e31df74f27d6
1155,http://ufcstats.com/fight-details/eb096b0196a7ff65
1156,http://ufcstats.com/fight-details/3812b265afd78186
1157,http://ufcstats.com/fight-details/55b53fdad307b708
1158,http://ufcstats.com/fight-details/721b23d896a44e2e
1159,http://ufcstats.com/fight-details/971b3d35c302cf8f
1160,http://ufcstats.com/fight-details/8d70694ceeb0dc9a
1161,http://ufcstats.com/fight-details/0f9679fda36f7f41
1162,http://ufcstats.com/fight-details/0717bc30025f3656
1163,http://ufcstats.com/fight-details/469fba0129c95278
1164,http://ufcstats.com/fight-details/c6dd17ab89437805
1165,http://ufcstats.com/fight-details/e068f14acd47ed69
1166,http://ufcstats.com/fight-details/826fb989c0e6208e
1167,http://ufcstats.com/fight-details/40687c9412e0c279
1168,http://ufcstats.com/fight-details/8a8190f3f71408a4
1169,http://ufcstats.com/fight-details/437c6e18f41287f1
1170,http://ufcstats.com/fight-details/8cc4c597aecbfef5
1171,http://ufcstats.com/fight-details/44ab00737c3fb890
1172,http://ufcstats.com/fight-details/6ada4f4286e4261d
1173,http://ufcstats.com/fight-details/bcef35d6e0964f01
1174,http://ufcstats.com/fight-details/a2f4acc81f7886a2
1175,http://ufcstats.com/fight-details/9763e27bf80abe42
1176,http://ufcstats.com/fight-details/1b1792afe4457e83
1177,http://ufcstats.com/fight-details/710c7f8c7dc2af46
1178,http://ufcstats.com/fight-details/aeb0322f619213b1
1179,http://ufcstats.com/fight-details/4b1606ab1893c242
1180,http://ufcstats.com/fight-details/9cfad21ef1911728
1181,http://ufcstats.com/fight-details/aaad7e29825b3264
1182,http://ufcstats.com/fight-details/51808d929c84b8ae
1183,http://ufcstats.com/fight-details/fb34734f84d0a14d
1184,http://ufcstats.com/fight-details/ddcfa590f4644240
1185,http://ufcstats.com/fight-details/b776b08e2cc6aa0c
1186,http://ufcstats.com/fight-details/858696528ab7035a
1187,http://ufcstats.com/fight-details/583f2c3cd0e2385b
1188,http://ufcstats.com/fight-details/6c9bf1d285cf5dd4
1189,http://ufcstats.com/fight-details/5b9f545890407976
1190,http://ufcstats.com/fight-details/851645c373f50e16
1191,http://ufcstats.com/fight-details/97dabff880f33202
1192,http://ufcstats.com/fight-details/ec149b086b0e7fac
1193,http://ufcstats.com/fight-details/39fa341fb9161d6f
1194,http://ufcstats.com/fight-details/bac3ac8d7330d05d
1195,http://ufcstats.com/fight-details/7adaf85915993137
1196,http://ufcstats.com/fight-details/3744d4cdaa6b242b
1197,http://ufcstats.com/fight-details/e3826e06d68ed4af
1198,http://ufcstats.com/fight-details/7a26c9407ef64e10
1199,http://ufcstats.com/fight-details/8adc6266a7c2fd40
1200,http://ufcstats.com/fight-details/0405e4446e8f239a
1201,http://ufcstats.com/fight-details/cb010b41cd20a1ed
1202,http://ufcstats.com/fight-details/4de28817db9fc9d8
1203,http://ufcstats.com/fight-details/34c649f3f43a919b
1204,http://ufcstats.com/fight-details/1db00b3e736c22bf
1205,http://ufcstats.com/fight-details/244aa8f002274344
1206,http://ufcstats.com/fight-details/14c505d7ad55883c
1207,http://ufcstats.com/fight-details/fd438db3e60f062a
1208,http://ufcstats.com/fight-details/c827f5212a34bf2e
1209,http://ufcstats.com/fight-details/4e22e3cdb8757be1
1210,http://ufcstats.com/fight-details/18d6df67968bf06b
1211,http://ufcstats.com/fight-details/c77486266b05f934
1212,http://ufcstats.com/fight-details/9af62d6e404c1002
1213,http://ufcstats.com/fight-details/e4b13f7f43018ec0
1214,http://ufcstats.com/fight-details/01983cba42704c49
1215,http://ufcstats.com/fight-details/a212e4c197983ad1
1216,http://ufcstats.com/fight-details/354425c41008a01f
1217,http://ufcstats.com/fight-details/c8bc7e668ffffc7c
1218,http://ufcstats.com/fight-details/1521f94cafdfd783
1219,http://ufcstats.com/fight-details/0a4247ba4ae1cca5
1220,http://ufcstats.com/fight-details/58e21d505c082a9e
1221,http://ufcstats.com/fight-details/0d698108c5f5d1d6
1222,http://ufcstats.com/fight-details/bdeca00572419011
1223,http://ufcstats.com/fight-details/f96f719ad667dd96
1224,http://ufcstats.com/fight-details/7fec3b1ec923ad24
1225,http://ufcstats.com/fight-details/a9184def876faec6
1226,http://ufcstats.com/fight-details/4eb91cfc892a108e
1227,http://ufcstats.com/fight-details/aa71cf96ba4e5a36
1228,http://ufcstats.com/fight-details/069e3e704cbf6337
1229,http://ufcstats.com/fight-details/fd1854062406d287
1230,http://ufcstats.com/fight-details/e4862c4f20117cb8
1231,http://ufcstats.com/fight-details/5ff8463edf8155c0
1232,http://ufcstats.com/fight-details/49f7186e1e3cf6c8
1233,http://ufcstats.com/fight-details/51db35a3cf225bda
1234,http://ufcstats.com/fight-details/b247a1900cfae052
1235,http://ufcstats.com/fight-details/11c0ef97497303ef
1236,http://ufcstats.com/fight-details/8e43d61ca6f2d904
1237,http://ufcstats.com/fight-details/4e8b2357fea211e9
1238,http://ufcstats.com/fight-details/300f1489174a3ece
1239,http://ufcstats.com/fight-details/ce246b336b6bd638
1240,http://ufcstats.com/fight-details/85036b967403cdab
1241,http://ufcstats.com/fight-details/44cfd4330eb6e2bf
1242,http://ufcstats.com/fight-details/53abea410a0541c8
1243,http://ufcstats.com/fight-details/ebb685a81f65ce1b
1244,http://ufcstats.com/fight-details/904e0e46392dff93
1245,http://ufcstats.com/fight-details/59097097bc09cdef
1246,http://ufcstats.com/fight-details/491b7d974254596d
1247,http://ufcstats.com/fight-details/818456a713fdabe6
1248,http://ufcstats.com/fight-details/9192053a3884aadf
1249,http://ufcstats.com/fight-details/8f8a6c578308d014
1250,http://ufcstats.com/fight-details/85511ab7fd9ed061
1251,http://ufcstats.com/fight-details/8da2c348ba6001a0
1252,http://ufcstats.com/fight-details/0261adcfc6e49150
1253,http://ufcstats.com/fight-details/4738cd4cd8d33eeb
1254,http://ufcstats.com/fight-details/7ddd21d48e3b34b9
1255,http://ufcstats.com/fight-details/5d1f24e034772338
1256,http://ufcstats.com/fight-details/3dd0951b8855137d
1257,http://ufcstats.com/fight-details/77c6a6f33289b872
1258,http://ufcstats.com/fight-details/8a9c8f1d53d8c664
1259,http://ufcstats.com/fight-details/efbab76bedbfb65d
1260,http://ufcstats.com/fight-details/2ea1f463620bcd3d
1261,http://ufcstats.com/fight-details/2cc1fe3570999428
1262,http://ufcstats.com/fight-details/e76227f395b94e47
1263,http://ufcstats.com/fight-details/ceaae1db8ccde29c
1264,http://ufcstats.com/fight-details/3278e45b30f7dd33
1265,http://ufcstats.com/fight-details/1ca41d3b11d88b36
1266,http://ufcstats.com/fight-details/9ee818e10dcf3b45
1267,http://ufcstats.com/fight-details/a5ea53104392fa9f
1268,http://ufcstats.com/fight-details/819af4bbad55324d
1269,http://ufcstats.com/fight-details/b0e16dd491bc4fea
1270,http://ufcstats.com/fight-details/498e7b0800af226c
1271,http://ufcstats.com/fight-details/bd7a8c6c74655afc
1272,http://ufcstats.com/fight-details/61bf6748cf85eb84
1273,http://ufcstats.com/fight-details/4de25b19c4dedb14
1274,http://ufcstats.com/fight-details/3f5a623cf360c494
1275,http://ufcstats.com/fight-details/8ce926b4d38a55a0
1276,http://ufcstats.com/fight-details/b9c82dfde8b66e37
1277,http://ufcstats.com/fight-details/920b6f739a36e721
1278,http://ufcstats.com/fight-details/4da4c5ef6a4ffc5b
1279,http://ufcstats.com/fight-details/f3e289f1423c0e6f
1280,http://ufcstats.com/fight-details/c0ab927864bb6e98
1281,http://ufcstats.com/fight-details/b69d3d55c84f5dd6
1282,http://ufcstats.com/fight-details/92fd2127f46b0cb7
1283,http://ufcstats.com/fight-details/986f0b480389ad25
1284,http://ufcstats.com/fight-details/bf41783b9446891e
1285,http://ufcstats.com/fight-details/1b6e5363eb81c409
1286,http://ufcstats.com/fight-details/05f1e8ff81dbe05b
1287,http://ufcstats.com/fight-details/c4f443509308dec6
1288,http://ufcstats.com/fight-details/4e55251b7a0df0c2
1289,http://ufcstats.com/fight-details/48a2a476d3b59866
1290,http://ufcstats.com/fight-details/3a42dd84680f444b
1291,http://ufcstats.com/fight-details/e0e22d7bc5a293e8
1292,http://ufcstats.com/fight-details/37a7dc68f3a0e65d
1293,http://ufcstats.com/fight-details/d5577e3272ef3032
1294,http://ufcstats.com/fight-details/1fa8537d3992a09a
1295,http://ufcstats.com/fight-details/00b1e95f6aea7027
1296,http://ufcstats.com/fight-details/7d679c16024f6f38
1297,http://ufcstats.com/fight-details/41feee2c08af2235
1298,http://ufcstats.com/fight-details/e909e34cdee01831
1299,http://ufcstats.com/fight-details/fdc97f9b88bdef7d
1300,http://ufcstats.com/fight-details/19d1ae54681bc722
1301,http://ufcstats.com/fight-details/b6bd31215bd7ec1f
1302,http://ufcstats.com/fight-details/20063242f6e40d31
1303,http://ufcstats.com/fight-details/70feb2bfc12b97d4
1304,http://ufcstats.com/fight-details/60cc0ac9ace28324
1305,http://ufcstats.com/fight-details/0ac4f0c1b4d021f6
1306,http://ufcstats.com/fight-details/29f40d82bd128c65
1307,http://ufcstats.com/fight-details/73a299d44d2ef5cd
1308,http://ufcstats.com/fight-details/fa9ec0b8c4b3a84a
1309,http://ufcstats.com/fight-details/94dcbc64641cbb6e
1310,http://ufcstats.com/fight-details/c65f4b4c0338d0c1
1311,http://ufcstats.com/fight-details/69279781a89c893e
1312,http://ufcstats.com/fight-details/44c60f91b4f7b23d
1313,http://ufcstats.com/fight-details/0d077813b6164fe1
1314,http://ufcstats.com/fight-details/cc73c73e6e3412d4
1315,http://ufcstats.com/fight-details/d99b2abf50e9a03e
1316,http://ufcstats.com/fight-details/aa7d691fc6385acb
1317,http://ufcstats.com/fight-details/5b2835ac76f05993
1318,http://ufcstats.com/fight-details/c2fd3d874f558408
1319,http://ufcstats.com/fight-details/4e6bbc5832e55f64
1320,http://ufcstats.com/fight-details/1785c7fb722d3007
1321,http://ufcstats.com/fight-details/86046081e767437e
1322,http://ufcstats.com/fight-details/6abf4f61a1e11d34
1323,http://ufcstats.com/fight-details/d2ef04d5f384c05a
1324,http://ufcstats.com/fight-details/c7df07266a9597d9
1325,http://ufcstats.com/fight-details/e3f31cdd33b4ca92
1326,http://ufcstats.com/fight-details/12e12307414dafc6
1327,http://ufcstats.com/fight-details/1c43b38c1f4bdbe2
1328,http://ufcstats.com/fight-details/d755a29a49c9ee09
1329,http://ufcstats.com/fight-details/21992c366d3b4602
1330,http://ufcstats.com/fight-details/9e1853861f58191f
1331,http://ufcstats.com/fight-details/d1a93a55c8063ff3
1332,http://ufcstats.com/fight-details/438fbdd4cf27e324
1333,http://ufcstats.com/fight-details/a932059e61f4c25e
1334,http://ufcstats.com/fight-details/43af7c5772e8198f
1335,http://ufcstats.com/fight-details/e8093d77f566fe51
1336,http://ufcstats.com/fight-details/02731f017c838ad4
1337,http://ufcstats.com/fight-details/8c109a0c53ed9618
1338,http://ufcstats.com/fight-details/7e695ad026b2ec66
1339,http://ufcstats.com/fight-details/f9ab603b763998f7
1340,http://ufcstats.com/fight-details/51ce499611a5df68
1341,http://ufcstats.com/fight-details/3bde8910fabf0dd3
1342,http://ufcstats.com/fight-details/b9a3b520e68f8142
1343,http://ufcstats.com/fight-details/99bfad1679112591
1344,http://ufcstats.com/fight-details/410aca28fda60f76
1345,http://ufcstats.com/fight-details/961f434fe238f40e
1346,http://ufcstats.com/fight-details/85f85003fadf7a7b
1347,http://ufcstats.com/fight-details/629c0eb319e01374
1348,http://ufcstats.com/fight-details/9cd172df74575fd4
1349,http://ufcstats.com/fight-details/c7bc8750e9503805
1350,http://ufcstats.com/fight-details/0ccd16201ac41ef8
1351,http://ufcstats.com/fight-details/46cfd4aaa02ce202
1352,http://ufcstats.com/fight-details/0a667143584a2d96
1353,http://ufcstats.com/fight-details/14cf0828d6e373ab
1354,http://ufcstats.com/fight-details/17f69a241aa952fd
1355,http://ufcstats.com/fight-details/2c84f2cb1bb23ab8
1356,http://ufcstats.com/fight-details/bd5efa4b53dc1642
1357,http://ufcstats.com/fight-details/04d37c1c206c0efd
1358,http://ufcstats.com/fight-details/933cf2674503c63d
1359,http://ufcstats.com/fight-details/79fb77a0b0294aec
1360,http://ufcstats.com/fight-details/3210723fbb018fa7
1361,http://ufcstats.com/fight-details/38abefbf24624a35
1362,http://ufcstats.com/fight-details/e9700d51ec2b940b
1363,http://ufcstats.com/fight-details/c037cdc1de53de8e
1364,http://ufcstats.com/fight-details/b4ec3e067604f90a
1365,http://ufcstats.com/fight-details/7aede55e4e47c698
1366,http://ufcstats.com/fight-details/e4e1d12441b90866
1367,http://ufcstats.com/fight-details/78bb2b441917848c
1368,http://ufcstats.com/fight-details/752f19e9c201ea57
1369,http://ufcstats.com/fight-details/41be95916aef568f
1370,http://ufcstats.com/fight-details/b8b2cdf962cc65a0
1371,http://ufcstats.com/fight-details/df9aa51f6ccdfe02
1372,http://ufcstats.com/fight-details/3729ff914eaede07
1373,http://ufcstats.com/fight-details/33116969380185a9
1374,http://ufcstats.com/fight-details/96b59d89ecac66d0
1375,http://ufcstats.com/fight-details/e202f273220aa533
1376,http://ufcstats.com/fight-details/a9a770bac1261af9
1377,http://ufcstats.com/fight-details/e1eeb61d0669ce45
1378,http://ufcstats.com/fight-details/53d6e37063f9c404
1379,http://ufcstats.com/fight-details/8a08b8043f83d245
1380,http://ufcstats.com/fight-details/6fd7f6f1deaef4e8
1381,http://ufcstats.com/fight-details/3d7ea6012fd8f786
1382,http://ufcstats.com/fight-details/bd0622b184ab4f28
1383,http://ufcstats.com/fight-details/8dcfa933877e3a0b
1384,http://ufcstats.com/fight-details/9d204f44a9988b93
1385,http://ufcstats.com/fight-details/4f42acd810ed5173
1386,http://ufcstats.com/fight-details/53bb7c4a606d60c0
1387,http://ufcstats.com/fight-details/3eea92e7f26fb05b
1388,http://ufcstats.com/fight-details/8f6dda53ea3b09c7
1389,http://ufcstats.com/fight-details/3c5442bb62ca1505
1390,http://ufcstats.com/fight-details/397ace87deeb8697
1391,http://ufcstats.com/fight-details/adee1fc200ed1a12
1392,http://ufcstats.com/fight-details/8f5482992dad74d2
1393,http://ufcstats.com/fight-details/48ea8a30f7b88cfc
1394,http://ufcstats.com/fight-details/e2e524bb5392a3ea
1395,http://ufcstats.com/fight-details/c835ccffa472970e
1396,http://ufcstats.com/fight-details/21be9181725ab599
1397,http://ufcstats.com/fight-details/9bc042a700d9a531
1398,http://ufcstats.com/fight-details/68ba4aca75b02496
1399,http://ufcstats.com/fight-details/7cdda45e7d52bf40
1400,http://ufcstats.com/fight-details/a409a5381f082e8f
1401,http://ufcstats.com/fight-details/1669773acd404217
1402,http://ufcstats.com/fight-details/f4187c30c311eb93
1403,http://ufcstats.com/fight-details/a7492cbfb9b5d4a3
1404,http://ufcstats.com/fight-details/ba766bd03090dab9
1405,http://ufcstats.com/fight-details/3d9398386c84109b
1406,http://ufcstats.com/fight-details/30eaf1650bc359b3
1407,http://ufcstats.com/fight-details/d7c7b312279104d2
1408,http://ufcstats.com/fight-details/b509c337d181c567
1409,http://ufcstats.com/fight-details/0c618cd41b88c558
1410,http://ufcstats.com/fight-details/c5479f20e4db357d
1411,http://ufcstats.com/fight-details/1c6d3ef6beb9966e
